C# Variable,C# Id,C# Value,Db Variable,SNOMED Code,Code Description
Asthma,7557,1,_asthma,707361000000103,Allergic bronchopulmonary aspergillosis
Asthma,7557,1,_asthma,866881000000101,Chronic asthma with fixed airflow obstruction
Asthma,7557,1,_asthma,866881000000101,Chronic asthma with fixed airflow obstruction (disorder)
Asthma,7557,1,_asthma,866891000000104,Chronic asthma with fixed airflow obstruction
Asthma,7557,1,_asthma,944961000000107,ACOS - asthma-chronic obstructive pulmonary disease overlap syndrome
Asthma,7557,1,_asthma,944961000000107,Asthma-chronic obstructive pulmonary disease overlap syndrome
Asthma,7557,1,_asthma,944961000000107,Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder)
Asthma,7557,1,_asthma,944971000000100,Asthma-chronic obstructive pulmonary disease overlap syndrome
Asthma,7557,1,_asthma,1064771000000103,Acute severe exacerbation of asthma
Asthma,7557,1,_asthma,1064771000000103,Acute severe exacerbation of asthma (disorder)
Asthma,7557,1,_asthma,1064811000000103,Moderate acute exacerbation of asthma
Asthma,7557,1,_asthma,1064811000000103,Moderate acute exacerbation of asthma (disorder)
Asthma,7557,1,_asthma,1064821000000109,Life threatening acute exacerbation of asthma
Asthma,7557,1,_asthma,1064821000000109,Life threatening acute exacerbation of asthma (disorder)
Asthma,7557,1,_asthma,1086701000000102,Life threatening acute exacerbation of allergic asthma
Asthma,7557,1,_asthma,1086701000000102,Life threatening acute exacerbation of allergic asthma (disorder)
Asthma,7557,1,_asthma,1086701000000102,Life threatening acute exacerbation of extrinsic asthma
Asthma,7557,1,_asthma,1086711000000100,Life threatening acute exacerbation of intrinsic asthma
Asthma,7557,1,_asthma,1086711000000100,Life threatening acute exacerbation of intrinsic asthma (disorder)
Asthma,7557,1,_asthma,1086711000000100,Life threatening acute exacerbation of non-allergic asthma
Asthma,7557,1,_asthma,1103911000000103,SAFS - severe asthma with fungal sensitisation
Asthma,7557,1,_asthma,1103911000000103,Severe asthma with fungal sensitisation
Asthma,7557,1,_asthma,1103911000000103,Severe asthma with fungal sensitisation (disorder)
Asthma,7557,1,_asthma,2360001000004109,Steroid dependent asthma (disorder)
Asthma,7557,1,_asthma,10674711000119105,Acute severe exacerbation of asthma co-occurrent with allergic rhinitis (disorder)
Asthma,7557,1,_asthma,10675391000119101,Severe controlled persistent asthma (disorder)
Asthma,7557,1,_asthma,10675431000119106,Severe persistent allergic asthma (disorder)
Asthma,7557,1,_asthma,10675471000119109,Acute severe exacerbation of severe persistent allergic asthma (disorder)
Asthma,7557,1,_asthma,10675551000119104,Acute severe exacerbation of severe persistent asthma co-occurrent with allergic rhinitis (disorder)
Asthma,7557,1,_asthma,10675751000119107,Severe uncontrolled persistent asthma (disorder)
Asthma,7557,1,_asthma,10675871000119106,Mild persistent allergic asthma (disorder)
Asthma,7557,1,_asthma,10675911000119109,Acute severe exacerbation of mild persistent allergic asthma (disorder)
Asthma,7557,1,_asthma,10675991000119100,Acute severe exacerbation of mild persistent allergic asthma co-occurrent with allergic rhinitis (disorder)
Asthma,7557,1,_asthma,10676391000119108,Moderate persistent allergic asthma (disorder)
Asthma,7557,1,_asthma,10676431000119103,Acute severe exacerbation of moderate persistent allergic asthma (disorder)
Asthma,7557,1,_asthma,10676511000119109,Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis (disorder)
Asthma,7557,1,_asthma,10692681000119108,Aspirin exacerbated respiratory disease (disorder)
Asthma,7557,1,_asthma,10692681000119108,Disorder of respiratory system exacerbated by aspirin (disorder)
Asthma,7557,1,_asthma,10692721000119102,Chronic obstructive asthma co-occurrent with acute exacerbation of asthma (disorder)
Asthma,7557,1,_asthma,10692761000119107,ACOS - asthma-chronic obstructive pulmonary disease overlap syndrome
Asthma,7557,1,_asthma,10692761000119107,Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder)
Asthma,7557,1,_asthma,10742121000119104,Asthma in mother complicating childbirth (disorder)
Asthma,7557,1,_asthma,16584951000119101,Oral steroid-dependent asthma (disorder)
AtrialFibrillation,24,1,_AF,49436004,Atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,195080001,Atrial fibrillation and flutter (disorder)
AtrialFibrillation,24,1,_AF,233910005,Lone atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,233911009,Non-rheumatic atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,282825002,Paroxysmal atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,300996004,Controlled atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,314208002,Rapid atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,426749004,Chronic atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,427665004,Paroxysmal atrial flutter (disorder)
AtrialFibrillation,24,1,_AF,440028005,Permanent atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,440059007,Persistent atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,706923002,Longstanding persistent atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,715395008,Familial atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,720448006,Typical atrial flutter (disorder)
AtrialFibrillation,24,1,_AF,120041000119109,Atrial fibrillation with rapid ventricular response (disorder)
AtrialFibrillation,24,1,_AF,341561000000106,Persistent atrial fibrillation
AtrialFibrillation,24,1,_AF,341561000000106,Persistent atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,341571000000104,Permanent atrial fibrillation
AtrialFibrillation,24,1,_AF,341571000000104,Permanent atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,368881000000100,Permanent atrial fibrillation 
AtrialFibrillation,24,1,_AF,368891000000103,Persistent atrial fibrillation 
AtrialFibrillation,24,1,_AF,881041000000108,Paroxysmal atrial flutter
AtrialFibrillation,24,1,_AF,881041000000108,Paroxysmal atrial flutter (disorder)
AtrialFibrillation,24,1,_AF,890571000000100,Paroxysmal atrial flutter
AtrialFibrillation,24,1,_AF,1032701000000106,Chronic atrial fibrillation
AtrialFibrillation,24,1,_AF,1032701000000106,Chronic atrial fibrillation (disorder)
AtrialFibrillation,24,1,_AF,1032711000000108,Chronic atrial fibrillation
AtrialFibrillation,24,1,_AF,1032721000000102,Typical atrial flutter
AtrialFibrillation,24,1,_AF,1032721000000102,Typical atrial flutter (disorder)
AtrialFibrillation,24,1,_AF,1032731000000100,Typical atrial flutter 
AtrialFibrillation,24,1,_AF,1032741000000109,Atypical atrial flutter
AtrialFibrillation,24,1,_AF,1032741000000109,Atypical atrial flutter (disorder)
AtrialFibrillation,24,1,_AF,1032751000000107,Atypical atrial flutter 
AtrialFibrillation,24,1,_AF,15964901000119107,Atypical atrial flutter (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,14317002,"Acute myeloid leukemia, M6 type (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,17788007,"Acute myeloid leukemia, no ICD-O subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,17788007,"Acute myeloid leukemia, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,22197008,Burkitt cell leukemia (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,22331004,"Acute monocytic leukemia, morphology (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,24072005,"Acute leukemia, morphology, including blast cell OR undifferentiated leukemia (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,28950004,Acute promyelocytic leukemia (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,28950004,"Acute promyelocytic leukemia, t(15;17)(q22;q11-12) (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,30962008,Acute myelomonocytic leukemia (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,32280000,"Lymphoid leukemia, no ICD-O subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,32280000,"Lymphoid leukemia, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,35287006,"Myeloid sarcoma, morphology (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,37810007,"Myeloid leukemia, morphology (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,37810007,"Myeloid leukemia, no ICD-O subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,37810007,"Myeloid leukemia, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,51092000,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,51092000,"Chronic lymphocytic leukemia, morphology (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,52220008,"Acute megakaryoblastic leukemia, morphology (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,54087003,Hairy cell leukemia (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,55342001,Neoplastic disease (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,63364005,"Chronic myelogenous leukemia, no ICD-O subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,63364005,"Chronic myelogenous leukemia, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,65399007,Langerhans cell histiocytosis (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,69077002,Acute basophilic leukemia (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,77430005,Adult T-cell leukemia/lymphoma (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,80570006,Acute panmyelosis with myelofibrosis (morphologic abnormality)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,87163000,"Leukemia, morphology (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,87163000,"Leukemia, no ICD-O subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,87163000,"Leukemia, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,91855006,"Acute leukemia, disease (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,91857003,"Acute lymphoid leukemia, disease (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,91861009,"Acute myeloid leukemia, disease (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,92812005,"Chronic leukemia, disease (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,92814006,"Chronic lymphoid leukemia, disease (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,92818009,"Chronic myeloid leukemia, disease (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93133006,Letterer-Siwe disease of intra-abdominal lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93134000,Letterer-Siwe disease of intrapelvic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93135004,Letterer-Siwe disease of intrathoracic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93136003,Letterer-Siwe disease of lymph nodes of axilla AND/OR upper limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93137007,"Letterer-Siwe disease of lymph nodes of head, face AND/OR neck (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93138002,Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93139005,Letterer-Siwe disease of lymph nodes of multiple sites (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93140007,Letterer-Siwe disease of spleen (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93143009,"Leukemia, disease (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93144003,Leukemic reticuloendotheliosis of intra-abdominal lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93145002,Leukemic reticuloendotheliosis of intrapelvic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93146001,Leukemic reticuloendotheliosis of intrathoracic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93150008,Leukemic reticuloendotheliosis of lymph nodes of multiple sites (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93151007,Hairy cell leukemia of spleen (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93182006,Malignant histiocytosis of intra-abdominal lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93183001,Malignant histiocytosis of intrapelvic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93184007,Malignant histiocytosis of intrathoracic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93188005,Malignant histiocytosis of lymph nodes of multiple sites (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93189002,Malignant histiocytosis of spleen (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93191005,Malignant lymphoma of intra-abdominal lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93192003,Malignant lymphoma of intrapelvic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93193008,Malignant lymphoma of intrathoracic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93194002,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93195001,"Malignant lymphoma of lymph nodes of head, face AND/OR neck (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93196000,Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93197009,Malignant lymphoma of lymph nodes of multiple sites (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93198004,Malignant lymphoma of spleen (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93451002,"Disorder: Erythroleukemia, FAB M6 (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93451002,"Erythroleukemia, FAB M6 (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93493001,"Hodgkin's disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93494007,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93495008,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93500006,"Hodgkin's disease, lymphocytic-histiocytic predominance of spleen (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93509007,"Hodgkin's disease, mixed cellularity of spleen (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93518009,"Hodgkin's disease, nodular sclerosis of spleen (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93520007,Hodgkin's disease of intra-abdominal lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93521006,Hodgkin's disease of intrapelvic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93522004,Hodgkin's disease of intrathoracic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93523009,Hodgkin's disease of lymph nodes of axilla AND/OR upper limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93524003,"Hodgkin's disease of lymph nodes of head, face AND/OR neck (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93525002,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93526001,Hodgkin's disease of lymph nodes of multiple sites (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93527005,Hodgkin's disease of spleen (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93530003,Hodgkin's granuloma of intrapelvic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93531004,Hodgkin's granuloma of intrathoracic lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93536009,Hodgkin's granuloma of spleen (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93541001,Hodgkin's paragranuloma of lymph nodes of axilla AND/OR upper limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93542008,"Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck (disorder)"
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93543003,Hodgkin's paragranuloma of lymph nodes of inguinal region AND/OR lower limb (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93545005,Hodgkin's paragranuloma of spleen (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93547002,Hodgkin's sarcoma of intra-abdominal lymph nodes (disorder)
CancerOfBloodOrBoneMarrow,58,1,_bloodcancer,93548007,Hodgkin's sarcoma of intrapelvic lymph nodes (disorder)
